Company,Name,Fuel,Capacity,Start_date,Location
SSE,Culligran Compensation Set,Hydro,2.1,1962,Scotland
SSE,Deanie,Hydro,38.0,1963,Scotland
SSE,Fasnakyle,Hydro,69.0,1951,Scotland
SSE,Fasnakyle Compensation Set,Hydro,7.5,2006,Scotland
SSE,Kilmorack,Hydro,20.0,1962,Scotland
SSE,Mullardoch Tunnel,Hydro,2.4,1955,Scotland
SSE,Cashlie,Hydro,11.0,1959,Scotland
SSE,Dalchonzie,Hydro,4.0,1958,Scotland
SSE,Finlarig,Hydro,16.5,1955,Scotland
SSE,Lednock,Hydro,3.0,1961,Scotland
SSE,Lochay,Hydro,46.0,1958,Scotland
SSE,Lochay Compensation Set,Hydro,2.0,1959,Scotland
SSE,Lochay Fish Pass Generator,Hydro,0.0,1959,Scotland
SSE,Lubreoch,Hydro,4.0,1958,Scotland
SSE,St. Fillans,Hydro,16.8,1957,Scotland
SSE,Achanalt,Hydro,3.0,1956,Scotland
SSE,Cuileg,Hydro,3.1,2002,Scotland
SSE,Grudie Bridge,Hydro,18.7,1950,Scotland
SSE,Loch Dubh,Hydro,1.2,1954,Scotland
SSE,Luichart,Hydro,34.0,1954,Scotland
SSE,Luichart Dam,Hydro,0.1,1954,Scotland
SSE,Mossford,Hydro,18.7,1957,Scotland
SSE,Orrin,Hydro,18.0,1959,Scotland
SSE,Orrin Dam,Hydro,0.3,1959,Scotland
SSE,Torr Achilty,Hydro,15.0,1954,Scotland
SSE,Foyers,Hydro / pumped storage,300.0,1974,Scotland
SSE,Ceannacroc,Hydro,20.0,1956,Scotland
SSE,Foyers Falls,Hydro,5.0,1968,Scotland
SSE,Glendoe,Hydro,100.0,2008,Scotland
SSE,Glenmoriston,Hydro,37.0,1957,Scotland
SSE,Invergarry,Hydro,20.0,1956,Scotland
SSE,Invergarry Dam,Hydro,0.3,1956,Scotland
SSE,Kingairloch,Hydro,3.5,2005,Scotland
SSE,Livishie,Hydro,17.0,1962,Scotland
SSE,Mucomir,Hydro,1.8,1962,Scotland
SSE,Quoich,Hydro,18.1,1955,Scotland
SSE,Quoich Dam,Hydro,0.4,1955,Scotland
SSE,Cassley,Hydro,10.0,1959,Scotland
SSE,Lairg,Hydro,4.0,1959,Scotland
SSE,Shin,Hydro,18.6,1958,Scotland
SSE,Shin Diversion Dam,Hydro,0.1,1958,Scotland
SSE,Allt na Lairige,Hydro,6.0,1956,Scotland
SSE,Awe Barrage,Hydro,0.9,1956,Scotland
SSE,Clachan,Hydro,40.0,1955,Scotland
SSE,Inverawe,Hydro,25.0,1963,Scotland
SSE,Kilmelfort,Hydro,2.1,1956,Scotland
SSE,Loch Gair,Hydro,6.0,1961,Scotland
SSE,Lussa,Hydro,2.4,1952,Scotland
SSE,Nant,Hydro,15.0,1963,Scotland
SSE,Sloy,Hydro,152.5,1950,Scotland
SSE,Sron Mor,Hydro,4.0,1957,Scotland
SSE,Striven,Hydro,8.0,1951,Scotland
SSE,Clunie,Hydro,61.2,1950,Scotland
SSE,Clunie Dam,Hydro,0.2,1950,Scotland
SSE,Cuaich,Hydro,2.5,1959,Scotland
SSE,Errochty,Hydro,75.0,1955,Scotland
SSE,Gaur,Hydro,7.9,1953,Scotland
SSE,Loch Ericht,Hydro,2.2,1962,Scotland
SSE,Pitlochry,Hydro,15.0,1950,Scotland
SSE,Pitlochry Dam,Hydro,0.1,1950,Scotland
SSE,Rannoch,Hydro,45.0,1930,Scotland
SSE,Tummel,Hydro,34.0,1933,Scotland
SSE,Beannachran Dam,Hydro,0.2,2005,Scotland
SSE,Chliostair,Hydro,1.2,1960,Scotland
SSE,Cladach Dam,Hydro,0.2,1949,Scotland
SSE,Cluanie Dam,Hydro,0.3,1955,Scotland
SSE,Duchally,Hydro,0.4,1959,Scotland
SSE,Dundreggan Dam A,Hydro,0.2,1957,Scotland
SSE,Gisla,Hydro,0.7,1960,Scotland
SSE,Kerry Falls,Hydro,1.3,1951,Scotland
SSE,Loyne,Hydro,0.6,1959,Scotland
SSE,Meig Dam,Hydro,0.1,1954,Scotland
SSE,Misgeach Power Station,Hydro,0.4,1963,Scotland
SSE,Morar Power Station,Hydro,0.8,1950,Scotland
SSE,Nostie Bridge,Hydro,1.3,1950,Scotland
SSE,Storr Lochs,Hydro,2.4,1952,Scotland
SSE,Stronuich Power Station,Hydro,0.2,1957,Scotland
SSE,Tobermory Power Station,Hydro,0.3,1954,Scotland
SSE,Tralaig Power Station,Hydro,0.1,1956,Scotland
SSE,Trinafour Power Station,Hydro,0.6,1959,Scotland
SSE,Vaich Power Station,Hydro,0.3,1956,Scotland
SSE,Arnish,Diesel,10.2,2001,Scotland
SSE,Barkip AD,Waste,2.7,2012,Scotland
SSE,Barra,Diesel,3.0,1990,Scotland
SSE,Bowmore,Diesel,6.2,1946,Scotland
SSE,Burghfield,Gas,50.0,1998,South East
SSE,Chickerell,Gas,50.0,1998,South West
SSE,Five Oaks,Light oil ,9.0,1995,South East
SSE,Kirkwall,Diesel,16.0,1953,Scotland
SSE,Lerwick,Diesel,67.0,1953,Scotland
SSE,"Loch Carnan, South Uist",Diesel,11.5,1971,Scotland
SSE,Peterhead,CCGT,"1,180.0",1980,Scotland
SSE,Stornoway,Diesel,24.0,1950,Scotland
SSE,Thatcham,Light oil ,9.0,1994,South East
SSE,Tiree,Diesel,3.0,1945,Scotland
SSE,Keadby,CCGT,735.0,1994,Yorkshire & Humber
SSE,Medway,CCGT,755.0,1995,South East
SSE,Fiddler’s Ferry GT,Gas oil,35.0,1969,North West
SSE,Fiddler’s Ferry,Coal,"1,961.0",1971,North West
SSE,Slough *,Biomass_wood,35.0,1918,South East
SSE,Chippenham,Gas,10.0,2002,South West
SSE,Keadby GT,Gas oil,25.0,1994,Yorkshire and the Humber
SSE,Pilkington - Greengate *,Gas,10.0,1998,North West
SSE,Achany Windfarm,Wind,38.0,2010,Scotland
SSE,"Artfield Fell Windfarm - A,C",Wind,28.6,2005,Scotland
SSE,Bessy Bell Windfarm,Wind,5.0,1995,Northern Ireland
SSE,Bessy Bell Windfarm (NI) Limited,Wind,9.0,2008,Northern Ireland
SSE,Bhlaraidh Wind Farm,Wind,110.4,2017,Scotland
SSE,Cathkin Braes Wind Farm,Wind,3.0,2013,Scotland
SSE,Clyde Windfarm (Central),Wind,112.7,2011,Scotland
SSE,Clyde Windfarm (North),Wind,108.1,2012,Scotland
SSE,Clyde Windfarm (South),Wind,128.8,2011,Scotland
SSE,Drumderg Windfarm,Wind,36.8,2008,Scotland
SSE,Dunmaglass Wind Farm,Wind,94.1,2016,Scotland
SSE,Fairburn Windfarm,Wind,40.0,2010,Scotland
SSE,Gordonbush Wind Farm,Wind,70.0,2012,Scotland
SSE,Greater Gabbard,Wind (offshore),504.0,2012,Eastern
SSE,Griffin Wind Farm,Wind,188.6,2012,Scotland
SSE,"Hadyard Hill Windfarm - A,C",Wind,119.8,2006,Scotland
SSE,Keadby Wind Farm,Wind,68.0,2013,Yorkshire and Humber
SSE,National Offshore Wind Turbine Test Facility (NOWTTF),Wind,13.2,2014,Scotland
SSE,Port of Tilbury Wind Farm ,Wind,9.2,2013,Eastern
SSE,Slieve Divena 2,Wind,18.8,2017,Northern Ireland
SSE,Slieve Kirk Windfarm,Wind,73.6,2012,Northern Ireland
SSE,Spurness Wind Farm II,Wind,10.0,2012,Scotland
SSE,Strathy North,Wind,66.0,2015,Scotland
SSE,Tangy Wind Farm - A,Wind,18.5,2002,Scotland
SSE,Toddleburn Windfarm,Wind,27.6,2010,Scotland
SSE,Tievenameenta Wind Farm,Wind,34.5,2017,Northern Ireland
SSE,Edinburgh College,Solar,0.6,2013,Scotland
SSE,SSE Arena Belfast,Solar,0.4,2017,Northern Ireland
Statkraft Energy Ltd,Alltwalis Wind Farm,Wind,23.0,2009,Wales
Statkraft Energy Ltd,Andershaw Wind Farm,Wind,35.0,2016,Scotland
Statkraft Energy Ltd,Baillie Wind Farm,Wind,52.5,2013,Scotland
Statkraft Energy Ltd,Berry Burn Wind farm,Wind,66.7,2014,Scotland
Statkraft Energy Ltd,Rheidol,Hydro,56.0,1961,Wales
Suez recycling and recovery,Wilton 11 EfW,Waste,49.0,2016,North East
Third Energy Trading Ltd,Knapton,Gas,41.5,1994,Yorkshire & Humber
Uniper UK Limited,Cottam Development Centre,CCGT,445.0,1999,East Midlands
Uniper UK Limited,Connahs Quay,CCGT,"1,380.0",1996,Wales
Uniper UK Limited,Enfield,CCGT,408.0,1999,London
Uniper UK Limited,Grain CHP *,CCGT,"1,517.0",2010,South East
Uniper UK Limited,Killingholme,OCGT,600.0,1994,East Midlands
Uniper UK Limited,Ratcliffe,Coal,"2,021.0",1968,East Midlands
Uniper UK Limited,Taylor's Lane GT,Gas oil,144.0,1979,London
Uniper UK Limited,Grain GT,Gas oil,56.0,1978,South East
Uniper UK Limited,Ratcliffe GT,Gas oil,34.0,1966,East Midlands
Vattenfall,Clashindarroch,Wind,36.9,2015,Scotland
Vattenfall,Edinbane,Wind,41.4,2010,Scotland
Vattenfall,Kentish,Wind (offshore),90.0,2005,South East
Vattenfall,Kentish Flats Extension,Wind (offshore),49.5,2015,South East
Vattenfall,Ormonde,Wind (offshore),150.0,2012,North West
Vattenfall,Parc Cynog,Wind,3.6,2001,Wales
Vattenfall,Pen y Cymoedd,Wind,228.0,2016,Wales
Vattenfall,Pendine,Wind,4.8,2009,Wales
Vattenfall,Ray,Wind,54.4,2017,North East
Vattenfall,Swinford,Wind,22.0,2012,East Midlands
Vattenfall,Thanet,Wind (offshore),300.0,2010,South East
Vattenfall,PV@Pendine,Solar,4.9,2016,Wales
Viridor Waste Management,Runcorn EfW,Waste,86.0,2014,North West
Viridor Waste Management,Ardley EfW,Waste,26.0,2014,South East
Viridor Waste Management,Bolton EfW,Waste,8.0,1971,North West
Viridor Waste Management,Cardiff EfW,Waste,30.0,2014,South Wales
Viridor Waste Management,Exeter EfW,Waste,3.5,2014,South West
Viridor Waste Management,Lakeside EfW,Waste,37.0,2010,South West
Viridor Waste Management,Peterborough EfW,Waste,7.3,2016,East Midlands
VPI Immingham LLP,VPI Immingham *,CCGT,"1,240.0",2004,Yorkshire & Humber
WPO,Airfield Poddington,Wind,8.6,2017,Eastern
WPO,Airies,Wind,39.9,2017,Scotland
WPO,Altaveedan,Wind,18.0,2017,Northern Ireland
WPO,AOE,Wind,11.5,2014,Scotland
WPO,Arnish Moor,Wind,3.9,2006,Scotland
WPO,Bagmoor,Wind,16.0,2009,Yorkshire and Humber
WPO,Betty Hill,Wind,6.0,2013,Scotland
WPO,Corriegarth,Wind,69.0,2016,Scotland
WPO,Daintree,Wind,4.0,2016,East Midlands
WPO,Dewlay (Garstang),Wind,2.0,2010,North West
WPO,Dungavel,Wind,26.0,2015,Scotland
WPO,East Youlstone,Wind,4.0,2014,South West
WPO,Eye,Wind,5.0,2013,Eastern
WPO,FMC Dunfermline,Wind,1.5,2010,Scotland
WPO,Garlenick,Wind,4.0,2015,South West
WPO,Greendykeside,Wind,4.0,2007,Scotland
WPO,Haverigg III,Wind,3.4,2005,North West
WPO,Hill of Auquhirie,Wind,6.9,2013,Scotland
WPO,Lairg,Wind,7.5,2012,Scotland
WPO,Lochhead,Wind,6.0,2009,Scotland
WPO,March ,Wind,1.5,2014,Eastern
WPO,Middle Balbeggie,Wind,4.0,2016,Scotland
WPO,Middlewick,Wind,20.7,2014,Eastern
WPO,Mossmorran,Wind,4.6,2015,Scotland
WPO,Newton of Fortrie,Wind,6.9,2013,Scotland
WPO,Oakdale,Wind,4.0,2013,Wales
WPO,Pentland Road,Wind,13.8,2013,Scotland
WPO,Port of Liverpool,Wind,10.0,2008,North West
WPO,Potato Pot,Wind,6.0,2016,North West
WPO,Scout Moor,Wind,65.0,2008,North West
WPO,Solutia (Newport),Wind,5.0,2010,Wales
WPO,Standford Hill,Wind,4.6,2013,South East
WPO,Strath of Brydock,Wind,6.9,2009,Scotland
WPO,Tir Mostyn & Foel Goch,Wind,21.3,2005,Wales
WPO,Workington (Voridian),Wind,4.0,2006,North West
WPO,Wythegill,Wind,1.5,2015,North West
WPO,Ysgellog,Wind,4.6,2013,Wales
Xceco,Inner Dowsing ,Wind (offshore),97.2,2009,East Midlands
Xceco,Lynn ,Wind (offshore),97.2,2009,East Midlands
