EntityId,Chart Label,Technology,Technology Subtype,Year,Official Program Number,Calculated LCOE,,Overnight Capital Cost dollar per kW including Contingency,Contingency Factor,Overnight Capital Cost dollar per kW,"Final Capital Cost, $/kW",Discount Rate,Lifetime Years,Final Lifetime in Years,Capital Recovery Factor,Tax Rate,Present Value of Depreciation,Average Capacity Factor,Max Capacity Factor,Final Capacity Factor,LCOE Capital Cost Term,O M All-Inclusive,Fixed O M dollar per kW,Variable O M dollar per MWh,Calculated OM All Inclusive Cost Term ($/kW),Calculated Fixed OM Term ($/kW),Calculated Variable OM Term ($/kW),LCOE OM Term,Fuel,Fuel Cost,Heat Rate,LCOD Fuel Cost Term,,Reference Name,Publication Year,Report Author(s),Dataset name,Dataset web source
EntityId,TechIndex,Technology,TechnologySubtype,Year,IsOfficial,lcoe,Blank,OnghCptCstDlKwInclCtng,ContingencyFactor,OnghtCptlCostDolPerKw,FinalCptlCostDolPerKw,DiscountRate,LifetimeYears,FinalLifetimeYears,CapitalRecoveryFactor,TaxRate,PvOfDepreciation,AvgCapacityFactor,MaxCapacityFactor,FinalCapacityFactor,TermCapitalCost,OMAllInclusive,FixedOMDolPerKw,VariableOMDolPerMwh,OfficialOMAllInclusive,OfficialFixedOMDolPerKw,OfficialVariableOMDolPerMwh,TermOMCost,Fuel,FuelCost,HeatRate,TermFuelCost,Blank,ShortName,PublicationYear,Author,Title,PublicationUrl
Unique identifier for this data record.,Displayed label for the technology and sub-technology.,General type of technology used to generate electricity.,Technology Subtype.,Year.,Official Program Number.,"Levelized cost of energy, an estimate of total electricity cost including payback of initial investment and operating costs. Also the price a plant must sell electricity at in order to break even.",,Overnight Capital Cost dollar per kW including Contingency.,Contingency Factor.,"Initial cost of a generation technology per kilowatt of capacity, if it could be conducted overnight.","Final Capital Cost, $/kW.","Discount Rate is the assumed effective rate at which future income streams are discounted. Used to compute the capital recovery factor. In Normalized mode, a single discount rate is used. In Market and User modes, the discount rate can be different for each technology.",Lifetime Years.,Lifetime of the Investment. It is the assumed lifetime of a new plant/vehicle and the period over which the investment is computed (unless specified otherwise).,(CRF) A common element in the levelized cost calculations is capital expenditures. The capital expenditure is turned into annual payments with a Capital Recovery Factor (CRF) that is defined using a common calculation.,Tax rate paid (applied after depreciation credits).,"The present value of depreciation, depending on the MACRS schedule (Modified Accelerated Cost Recovery System).",The ratio between average power and peak capacity. A plant running at full capacity for exactly half the year would have a 0.5 capacity factor.,Max Capacity Factor.,Final Capacity Factor.,Capital Cost term calculated in the LCOE equation,O M All-Inclusive.,Maintenance costs for generation paid regardless of the total amount generated.,Maintenance costs for generation paid per unit of energy produced.,"Term calculated using the OM All Inclusive Cost - when used, this replaces the fixed and variable O&M costs ($/kW).",Term calculated using the Fixed OM ($/kW).,Term calculated using the Variable OM ($/kW).,Calculated term for all costs associated with OM (Operations and Maintenance).,Fuel.,Fuel Cost.,Heat Rate.,,,Reference Name.,Publication Year.,Report Author.,Dataset name.,Dataset web source.
g42197,Combined Cycle,Combined Cycle,Conventional CC,2009,,0.051,,,,1044,1044,0.07,20,30,0.080586404,0.392,0.54407,0.75,,0.75,0.016569753,,8.62,3.02,,,,0.004332024,Natural Gas,4.4,6940,0.030536,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g39629,Combined Cycle,Combined Cycle,,2009,,0.072,,,,1171,1171,0.07,,30,0.080586404,0.392,0.54407,0.4,,0.4,0.034847666,,6.2,3.5,,,,0.005269406,Natural Gas,4.4,7220,0.031768,,Lazard 2010,2010,Lazard,"Lazard Levelized Cost of Energy Analysis, version 4.0",http://www.dpuc.state.ct.us/DEEPEnergy.nsf/c6c6d525f7cdd1168525797d0047c5bf/8525797c00471adb852579ea00731d74/$FILE/Ex%2013%20-%20Lazard%202010%20Levelized%20Cost%20of%20Energy%20-%20v%204.0.pdf
g42205,Combined Cycle,Combined Cycle,Advanced CC,2009,,0.062,,,,1218,1218,0.07,20,30,0.080586404,0.392,0.54407,0.55,,0.55,0.026360971,,10.97,3.42,,,,0.005696878,Natural Gas,4.4,6710,0.029524,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g37638,Combined Cycle,Combined Cycle,,2009,,0.023,,,,1300,1300,0.07,,30,0.080586404,0.392,0.54407,0.9,,0.9,0.017194028,,8,4.9,,,,0.005914713,Natural Gas,4.4,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g42202,Combined Cycle,Combined Cycle,conventional CC,2009,,0.071,,,,1325,1325,0.07,20,30,0.080586404,0.392,0.54407,0.5,,0.5,0.031544429,,12.62,3.84,,,,0.006721279,Natural Gas,4.4,7400,0.03256,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42199,Combined Cycle,Combined Cycle,Conventional CC,2009,,0.067,,,,1349,1349,0.07,20,30,0.080586404,0.392,0.54407,0.55,,0.55,0.029196182,,12.62,3.84,,,,0.006459344,Natural Gas,4.4,7200,0.03168,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g37643,Combined Cycle,Combined Cycle,,2007,,0.029,,,,1497,1497,0.07,,30,0.080586404,0.392,0.54407,0.85,,0.85,0.020964266,,42.1,2.56,,,,0.008214042,Natural Gas,4.4,,0,,Black and Veatch 2010a,2010,Black,Cost and Performance Baseline for Fossil Energy Plants. Vol 1: Bituminous Coal and Natural Gas to Electricity,http://www.netl.doe.gov/energy-analyses/pubs/BitBase_FinRep_Rev2.pdf
g37647,Combined Cycle,Combined Cycle,,2007,,0.03,,,,1548,1548,0.07,,30,0.080586404,0.392,0.54407,0.85,,0.85,0.02167848,,43.63,2.57,,,,0.008429522,Natural Gas,4.4,,0,,Black and Veatch 2010c,2010,Black,Cost and Performance Baseline for Fossil Energy Plants. Vol 3c: Natural Gas Combined Cycle at Elevation,http://www.netl.doe.gov/energy-analyses/pubs/LR_NGCC_FR_20110325.pdf
g37646,Combined Cycle,Combined Cycle,,2007,,0.031,,,,1607,1607,0.07,,30,0.080586404,0.392,0.54407,0.85,,0.85,0.022504727,,45.6,2.66,,,,0.008784093,Natural Gas,4.4,,0,,Black and Veatch 2010c,2010,Black,Cost and Performance Baseline for Fossil Energy Plants. Vol 3c: Natural Gas Combined Cycle at Elevation,http://www.netl.doe.gov/energy-analyses/pubs/LR_NGCC_FR_20110325.pdf
g37611,Combined Cycle,Combined Cycle,,2010,,0.018,,966.82,,,966.82,0.07,,30,0.080586404,0.392,0.54407,,,0.87,0.013228274,,14.22,3.37,,,,0.005235848,Natural Gas,4.4,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g37559,Combined Cycle,Combined Cycle,Advanced CC,2010,,0.019,,990.79,,,990.79,0.07,,30,0.080586404,0.392,0.54407,,,0.87,0.013556237,,14.44,3.07,,,,0.004964715,Natural Gas,4.4,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g37585,Combined Cycle,Combined Cycle,Advanced CC CCS,2010,,0.038,,2036.13,,,2036.13,0.07,,30,0.080586404,0.392,0.54407,,,0.87,0.027858841,,29.89,6.37,,,,0.010291955,Natural Gas,4.4,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g42064,Combined Cycle,Combined Cycle,Conventional CC,2010,,0.024,,,,1000,1000,0.07,30,30,0.080586404,0.392,0.54407,0.6,,0.6,0.019839264,,20,,,,,0.003805175,Natural Gas,4.4,,0,,IEA 2012,2012,IEA,Energy Technology Perspectives 2012 Pathways to a Clean Energy System,http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf
g38640,Combined Cycle,Combined Cycle,,2010,,0.051,,,,1230,1230,0.07,,30,0.080586404,0.392,0.54407,0.87,,0.87,0.016829168,,6.31,3.67,,,,0.004497954,Natural Gas,4.4,6705,0.029502,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g42540,Combined Cycle,Combined Cycle,,2013,,0.066,,,,1257,1257,0.07,,30,0.080586404,0.392,0.54407,0.57,,0.57,0.026250478,,34.56,0.61,,,,0.007531413,Natural Gas,4.4,7250,0.0319,,McCann and Walters 2013,2013,McCann and Walters 2013,Cost of Generation Workshop: Natural Gas Technologies,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf
g42541,Combined Cycle,Combined Cycle,,2013,,0.066,,,,1264,1264,0.07,,30,0.080586404,0.392,0.54407,0.57,,0.57,0.026396662,,34.56,0.61,,,,0.007531413,Natural Gas,4.4,7250,0.0319,,McCann and Walters 2013,2013,McCann and Walters 2013,Cost of Generation Workshop: Natural Gas Technologies,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf
g39658,Combined Cycle,Combined Cycle,,2014,,0.049,,,,1006,1006,0.07,,30,0.080586404,0.392,0.54407,0.7,,0.7,0.017107114,,5.5,2,,,,0.002896934,Natural Gas,4.4,6700,0.02948,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g39657,Combined Cycle,Combined Cycle,,2014,,0.075,,,,1318,1318,0.07,,30,0.080586404,0.392,0.54407,0.4,,0.4,0.039222224,,6.2,3.5,,,,0.005269406,Natural Gas,4.4,6900,0.03036,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g27448,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2005,,0.112,,,1,492.4,492.4,0.07,45,30,0.080586404,0.392,0.59476,0.1,,0.1,0.057132715,,11.31,3.36,,,,0.016270959,Natural Gas,4.4,8877,0.0390588,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27449,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2006,,0.113,,,1,493.49,493.49,0.07,45,30,0.080586404,0.392,0.59476,0.1,,0.1,0.057259187,,11.33,3.37,,,,0.01630379,Natural Gas,4.4,8877,0.0390588,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27450,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2007,,0.113,,,1,494.59,494.59,0.07,45,30,0.080586404,0.392,0.59476,0.1,,0.1,0.057386819,,11.36,3.38,,,,0.016348037,Natural Gas,4.4,8877,0.0390588,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g27451,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2008,,0.113,,,1,495.68,495.68,0.07,45,30,0.080586404,0.392,0.59476,0.1,,0.1,0.057513291,,11.38,3.39,,,,0.016380868,Natural Gas,4.4,8877,0.0390588,,MiniCAM 2008,2008,MiniCAM,"Mini Climate Assessment Model (2008). Data from MiniCAM model, Pacific Northwest National Laboratory.",
g28925,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2003,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28926,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2004,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28927,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2005,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28922,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2000,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28923,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2001,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28924,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2002,,0.072,,,1,595,595,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008629662,,7.33,11.42,,,,0.012465947,Natural Gas,4.4,11560,0.050864,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28928,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2006,,0.068,,,1,618.8,618.8,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.008974849,,7.12,9.67,,,,0.010685982,Natural Gas,4.4,11028,0.0485232,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28929,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2007,,0.064,,,1,642.6,642.6,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.009320035,,6.91,7.92,,,,0.008906016,Natural Gas,4.4,10496,0.0461824,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g28930,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2008,,0.061,,,1,666.4,666.4,0.07,30,30,0.080586404,0.392,0.59476,0.8,,0.8,0.009665222,,6.7,6.17,,,,0.00712605,Natural Gas,4.4,9964,0.0438416,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g37193,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2006,,0.03,,,,685,685,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.026493305,,8.76,,,,,0.003333333,Natural Gas,4.4,,0,,CBO 2008,2008,CBO,Nuclear Power\'s Role in Generating Electricity,http://www.cbo.gov/sites/default/files/cbofiles/ftpdocs/91xx/doc9133/05-02-nuclear.pdf
g21535,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2009,,0.053,,634.17,1.049999952,604,634.17,0.07,30,30,0.080586404,0.392,0.59476,0.92,0.92,0.92,0.007998061,,10.53,3.17,,,,0.004476581,Natural Gas,4.4,9289,0.0408716,,AEO 2009,2009,AEO,Annual Energy Outlook 2009,http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf
g21892,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.061,,670.26,1.049999952,638,670.26,0.07,30,30,0.080586404,0.392,0.59476,0.92,0.92,0.92,0.008453222,,12.11,3.57,,,,0.005072631,Natural Gas,4.4,10810,0.047564,,AEO 2009,2009,AEO,Annual Energy Outlook 2009,http://www.eia.gov/oiaf/archive/aeo09/pdf/0383(2009).pdf
g37111,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.032,,648.21,,,648.21,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.025070402,,10.77,3.24,,,,0.007338174,Natural Gas,4.4,,0,,AEO 2010,2010,AEO,Annual Energy Outlook 2010,http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf
g37084,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2009,,0.035,,685.1,,,685.1,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.026497173,,12.38,3.65,,,,0.008360807,Natural Gas,4.4,,0,,AEO 2010,2010,AEO,Annual Energy Outlook 2010,http://www.eia.gov/oiaf/archive/aeo10/pdf/0383(2010).pdf
g42195,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2009,,0.081,,,,693,693,0.07,20,30,0.080586404,0.392,0.59476,0.2,,0.2,0.040204074,,6.27,0.79,,,,0.004368767,Natural Gas,4.4,8230,0.036212,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42194,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2009,,0.153,,,,801,801,0.07,20,30,0.080586404,0.392,0.59476,0.1,,0.1,0.092939287,,16.33,3.67,,,,0.022311553,Natural Gas,4.4,8550,0.03762,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42192,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.146,,,,842,842,0.07,20,30,0.080586404,0.392,0.59476,0.1,,0.1,0.097696479,,6.68,0.88,,,,0.008505571,Natural Gas,4.4,9020,0.039688,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42189,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.154,,,,914,914,0.07,20,30,0.080586404,0.392,0.59476,0.1,,0.1,0.106050572,,6.68,0.88,,,,0.008505571,Natural Gas,4.4,9020,0.039688,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42196,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2009,,0.351,,,,919,919,0.07,20,30,0.080586404,0.392,0.59476,0.05,,0.05,0.213261436,,39.82,8.05,,,,0.098963242,Natural Gas,4.4,8700,0.03828,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g37191,Combustion Turbine,Combustion Turbine,,2009,,0.053,,,,1100,1100,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.042543993,,14,5,,,,0.010327245,Natural Gas,4.4,,0,,E3 2010,2010,E3,Capital Cost Recommendations for 2009 TEPPC Study.,http://www.wecc.biz/committees/BOD/TEPPC/Versions/100106_TEPPC_E3_CapitalCosts.ppt_2.0.ppt
g42191,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.364,,,,1204,1204,0.07,20,30,0.080586404,0.392,0.59476,0.05,,0.05,0.279398007,,17.4,4.17,,,,0.043896027,Natural Gas,4.4,9266,0.0407704,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42188,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.396,,,,1277,1277,0.07,20,30,0.080586404,0.392,0.59476,0.05,,0.05,0.296338252,,23.94,4.17,,,,0.058827534,Natural Gas,4.4,9266,0.0407704,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42193,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.941,,,,1495,1495,0.07,20,30,0.080586404,0.392,0.59476,0.025,,0.025,0.693853854,,42.44,9.05,,,,0.202839954,Natural Gas,4.4,10000,0.044,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g42190,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2009,,0.974,,,,1567,1567,0.07,20,30,0.080586404,0.392,0.59476,0.025,,0.025,0.727270227,,42.44,9.05,,,,0.202839954,Natural Gas,4.4,10000,0.044,,Klein et al. 2010,2010,Klein et al.,Comparate Costs of California Central Station Electricity Generation. Final Staff Report,http://www.energy.ca.gov/2009publications/CEC-200-2009-017/CEC-200-2009-017-SF.PDF
g37164,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2010,,0.049,,961.49,,,961.49,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.037186931,,9.75,8.15,,,,0.011860046,Natural Gas,4.4,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g37138,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2010,,0.038,,657.58,,,657.58,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.025432799,,14.52,6.9,,,,0.012425114,Natural Gas,4.4,,0,,AEO 2011,2011,AEO,Annual Energy Outlook 2011,http://www.eia.gov/forecasts/aeo/pdf/0383(2011).pdf
g42060,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2010,,0.046,,,,500,500,0.07,30,30,0.080586404,0.392,0.59476,0.15,,0.15,0.038676358,,10,,,,,0.00761035,Natural Gas,4.4,,0,,IEA 2012,2012,IEA,Energy Technology Perspectives 2012 Pathways to a Clean Energy System,http://www.iea.org/publications/freepublications/publication/ETP2012_free.pdf
g38631,Combustion Turbine,Combustion Turbine,,2010,,0.103,,,,651,651,0.07,,30,0.080586404,0.392,0.59476,,,0.3,0.025178309,,5.26,29.9,,,,0.031901522,Natural Gas,4.4,10390,0.045716,,Black and Veatch 2012,2012,Black and Veatch,COST AND PERFORMANCE DATA FOR POWER GENERATION TECHNOLOGIES,http://bv.com/docs/reports-studies/nrel-cost-report.pdf
g42539,Combustion Turbine,Combustion Turbine,Advanced Combustion Turbine,2013,,0.188,,,,1151,1151,0.07,,30,0.080586404,0.392,0.59476,0.1125,,0.1125,0.118710633,,25.24,0,,,,0.025611365,Natural Gas,4.4,9880,0.043472,,McCann and Walters 2013,2013,McCann and Walters 2013,Cost of Generation Workshop: Natural Gas Technologies,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf
g42538,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2013,,0.331,,,,1569,1569,0.07,,30,0.080586404,0.392,0.59476,0.075,,0.075,0.24273282,,27.44,0,,,,0.041765601,Natural Gas,4.4,10585,0.046574,,McCann and Walters 2013,2013,McCann and Walters 2013,Cost of Generation Workshop: Natural Gas Technologies,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf
g42537,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2013,,0.339,,,,1609,1609,0.07,,30,0.080586404,0.392,0.59476,0.075,,0.075,0.248921037,,28.39,0,,,,0.043211568,Natural Gas,4.4,10585,0.046574,,McCann and Walters 2013,2013,McCann and Walters 2013,Cost of Generation Workshop: Natural Gas Technologies,http://www.energy.ca.gov/2013_energypolicy/documents/2013-03-07_workshop/presentations/Gas-Fired_Plants_Costs_Survey_Section_for_CEC_Workshop_2013-03-05.pdf
g39676,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2014,,0.143,,,,800,800,0.07,,30,0.080586404,0.392,0.59476,0.1,,0.1,0.092823258,,5,4.7,,,,0.010407763,Natural Gas,4.4,9000,0.0396,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g39685,Combustion Turbine,Combustion Turbine,Conventional Combustion Turbine,2014,,0.197,,,,1000,1000,0.07,,30,0.080586404,0.392,0.59476,0.1,,0.1,0.116029073,,25,7.5,,,,0.036038813,Natural Gas,4.4,10300,0.04532,,Lazard 2014,2014,Lazard,"Lazard Levelized Cost of Energy Analysis, version 8.0",http://www.lazard.com/PDF/Levelized%20Cost%20of%20Energy%20-%20Version%208.0.pdf
g29738,Scrubbed,Coal,Advanced PC CCS,2000,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.4,,,,0.006558835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
g29739,Scrubbed,Coal,Advanced PC CCS,2001,,0.047,,,1,1204,1204,0.07,60,30,0.080586404,0.392,0.54407,0.846,,0.846,0.016940761,,23.41,3.47,,,,0.006628835,Coal,2.34,10000,0.0234,,"Logan et al., 2008",2008,Logan et al,"National Renewable Energy Laboratory - Strategic Energy Analysis Center (2008). Data from Regional Energy Deployment System (ReEDS) model, National Renewable Energy Laboratory.",http://www.nrel.gov/docs/fy09osti/45161.pdf 
